,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
3510,2015-01-21,4.0,1.0,1430,5909,1.0,False,3,6,1070,360,1947,0,98155,47.7623,-122.31299999999999,270000.0
3511,2014-06-16,4.0,2.5,2120,9603,2.0,False,3,8,2120,0,1985,0,98027,47.5348,-122.053,575000.0
3512,2014-06-04,6.0,2.75,2630,16411,1.0,False,4,8,1650,980,1974,0,98052,47.6309,-122.09299999999999,583000.0
3513,2014-08-27,5.0,2.5,2260,10087,1.0,False,3,8,1520,740,1967,0,98008,47.5982,-122.12799999999999,632000.0
3514,2015-05-05,4.0,1.0,1300,6075,1.0,False,5,7,1300,0,1954,0,98133,47.773,-122.34899999999999,378000.0
3515,2014-08-22,3.0,2.5,1660,2415,2.0,False,3,7,1660,0,1983,0,98042,47.3763,-122.148,165000.0
3516,2014-12-11,5.0,2.75,2880,20274,1.0,False,4,9,1660,1220,1959,0,98004,47.6267,-122.22200000000001,1795000.0
3517,2014-12-10,3.0,2.0,1350,8587,1.0,False,3,7,1350,0,1998,0,98022,47.2073,-122.012,244000.0
3518,2014-05-08,2.0,1.75,2200,89298,1.0,False,3,7,1100,1100,1973,0,98027,47.4633,-121.976,295000.0
3519,2014-11-22,4.0,1.0,800,8775,1.0,False,3,6,800,0,1943,0,98166,47.48,-122.336,268750.0
3520,2014-11-25,4.0,2.75,2360,7716,1.0,False,3,7,1390,970,1978,0,98034,47.7301,-122.223,405000.0
3521,2014-08-28,4.0,1.75,2080,8750,1.0,False,4,8,1330,750,1967,0,98032,47.3749,-122.291,300000.0
3522,2014-05-29,3.0,1.75,1950,52256,1.0,False,4,8,1950,0,1985,0,98042,47.3133,-122.07799999999999,412000.0
3523,2015-03-20,4.0,2.75,3230,12651,2.0,False,4,8,3230,0,2002,0,98001,47.3157,-122.251,409000.0
3524,2014-09-23,3.0,2.0,1150,6249,1.0,False,3,7,1150,0,1952,2006,98155,47.7489,-122.28399999999999,382500.0
3525,2014-07-02,2.0,1.0,700,3000,1.0,False,4,6,700,0,1918,0,98103,47.6846,-122.346,310000.0
3526,2015-04-06,3.0,1.75,1790,7123,1.0,False,3,7,1790,0,1913,1995,98019,47.7429,-121.98100000000001,390000.0
3527,2014-11-20,2.0,1.5,1160,1848,2.0,False,3,7,1160,0,1972,0,98034,47.7366,-122.176,229950.0
3528,2014-07-16,4.0,1.75,2140,49658,1.0,False,5,7,2140,0,1959,0,98010,47.3583,-121.92200000000001,360000.0
3529,2015-04-29,4.0,3.0,3570,10273,1.5,False,3,9,2630,940,1935,2007,98074,47.6394,-122.07700000000001,895000.0
3530,2014-10-21,5.0,3.5,2810,2700,2.0,False,5,9,1900,910,1910,0,98117,47.6799,-122.363,999000.0
3531,2015-01-23,3.0,1.75,1780,4500,1.0,False,4,7,920,860,1922,0,98117,47.6827,-122.36200000000001,625000.0
3532,2014-09-02,5.0,1.0,1690,3240,1.5,False,3,7,1690,0,1914,0,98115,47.6746,-122.325,544500.0
3533,2014-07-11,3.0,1.5,1480,1722,3.0,False,3,7,1480,0,2007,0,98125,47.728,-122.292,319000.0
3534,2014-08-22,3.0,1.0,970,5000,1.0,False,3,6,970,0,1968,0,98118,47.5282,-122.279,226000.0
3535,2014-09-26,3.0,2.0,1310,7000,1.0,False,4,7,1310,0,1979,0,98023,47.303000000000004,-122.383,196500.0
3536,2014-07-15,3.0,1.75,1300,8099,1.0,False,4,7,1080,220,1976,0,98056,47.5026,-122.17200000000001,275000.0
3537,2015-01-08,2.0,1.0,1290,3383,2.0,False,3,7,1290,0,2008,0,98053,47.6968,-122.025,305000.0
3538,2014-09-22,3.0,2.25,1840,11403,2.0,False,3,8,1840,0,1993,0,98045,47.4862,-121.79700000000001,417000.0
3539,2015-03-02,4.0,1.75,2500,7000,1.0,False,3,7,1250,1250,1947,0,98199,47.648,-122.38600000000001,585000.0
3540,2014-11-20,3.0,2.75,2590,223027,2.0,False,3,9,2590,0,1983,0,98074,47.6145,-122.001,920000.0
3541,2015-02-24,3.0,2.0,1310,8454,1.0,False,3,7,1310,0,1994,0,98042,47.3697,-122.075,255000.0
3542,2014-09-15,3.0,2.5,2230,5800,2.0,False,3,7,2230,0,2004,0,98065,47.5308,-121.84700000000001,440000.0
3543,2014-07-24,4.0,2.5,2740,10533,2.0,False,3,9,2740,0,1997,0,98074,47.6095,-122.006,672800.0
3544,2014-08-21,3.0,1.0,1480,7469,1.5,False,3,6,1120,360,1940,0,98168,47.5048,-122.301,260000.0
3545,2015-03-31,4.0,2.75,1640,3000,1.0,False,3,7,1000,640,1984,0,98118,47.5625,-122.28299999999999,320000.0
3546,2015-03-05,3.0,2.5,1520,1488,3.0,False,3,8,1520,0,2006,0,98125,47.7337,-122.309,385000.0
3547,2015-01-14,3.0,1.5,1500,6332,1.0,False,3,7,1500,0,1953,0,98125,47.7274,-122.31200000000001,332500.0
3548,2014-08-28,5.0,2.5,2990,9240,2.0,False,3,8,2990,0,2015,0,98133,47.7384,-122.348,357000.0
3549,2014-09-16,5.0,2.0,3110,6131,1.0,False,5,7,1560,1550,1940,0,98118,47.5615,-122.279,719000.0
3550,2014-12-02,3.0,1.5,1590,6750,1.0,False,3,7,1080,510,1976,0,98034,47.73,-122.191,357000.0
3551,2014-12-29,2.0,1.75,1180,904,2.0,False,3,10,780,400,2014,0,98102,47.6396,-122.329,659000.0
3552,2015-02-23,1.0,2.0,1780,188465,2.0,False,3,10,1780,0,2001,0,98045,47.4506,-121.76799999999999,316000.0
3553,2014-08-28,4.0,2.75,2990,4521,2.0,False,3,7,2990,0,2014,0,98028,47.7401,-122.226,564950.0
3554,2014-09-06,2.0,1.0,1560,5000,1.5,False,4,7,1560,0,1942,0,98117,47.7006,-122.38600000000001,724000.0
3555,2014-12-03,5.0,2.5,2410,8960,1.0,False,5,7,1600,810,1978,0,98011,47.7372,-122.2,560000.0
3556,2015-01-12,4.0,2.5,3110,11857,2.0,False,3,11,2040,1070,1990,0,98117,47.6952,-122.402,1300000.0
3557,2014-08-01,4.0,2.25,2380,35008,1.0,False,3,8,2380,0,1977,0,98075,47.5834,-122.001,594950.0
3558,2014-08-22,4.0,2.5,1990,9656,2.0,False,3,7,1990,0,1994,0,98010,47.3125,-121.99799999999999,264950.0
3559,2015-01-26,3.0,2.5,2710,13120,1.0,False,3,10,2710,0,1959,0,98105,47.6718,-122.256,1250000.0
3560,2015-03-06,3.0,1.75,1790,87213,1.0,False,4,7,1790,0,1974,0,98077,47.732,-122.07700000000001,585000.0
3561,2015-05-14,5.0,3.0,3223,6371,2.0,False,3,9,3223,0,2014,0,98042,47.3584,-122.163,479349.0
3562,2014-10-05,3.0,1.0,1300,8284,1.0,False,3,7,1300,0,1968,0,98003,47.3327,-122.306,169575.0
3563,2014-09-18,5.0,3.5,3760,4857,2.0,False,3,9,2820,940,2004,0,98072,47.7398,-122.167,730000.0
3564,2014-08-06,5.0,2.5,2510,83231,1.0,False,4,7,1260,1250,1975,0,98027,47.4576,-121.984,510000.0
3565,2015-01-02,3.0,1.75,2160,7140,1.0,False,4,7,1670,490,1978,0,98023,47.3026,-122.374,272000.0
3566,2014-06-23,4.0,2.25,2270,5102,1.0,False,5,8,1340,930,1954,0,98199,47.6528,-122.40799999999999,735000.0
3567,2014-12-30,3.0,2.0,1460,11481,1.0,False,2,7,1170,290,1995,0,98045,47.4493,-121.777,189000.0
3568,2015-02-03,4.0,2.0,1960,5008,1.0,False,3,6,980,980,1900,1988,98144,47.5958,-122.29899999999999,450000.0
3569,2015-03-16,3.0,2.5,2200,6005,2.0,False,3,9,2200,0,1997,0,98072,47.7408,-122.169,606000.0
3570,2014-09-08,5.0,3.5,4180,17841,2.0,False,3,10,3160,1020,1990,0,98075,47.5618,-122.037,1020000.0
3571,2014-08-04,3.0,1.0,960,5424,1.5,False,3,6,960,0,1916,0,98115,47.6997,-122.32,362500.0
3572,2015-04-09,4.0,2.5,3340,6924,2.0,False,3,8,3340,0,2009,0,98059,47.495,-122.149,576000.0
3573,2014-06-05,4.0,2.0,1370,4000,2.0,False,3,9,1370,0,1951,1994,98199,47.6593,-122.39399999999999,605004.0
3574,2014-06-03,3.0,1.75,1250,6041,1.5,False,5,7,1250,0,1942,0,98115,47.69,-122.304,530000.0
3575,2014-06-25,4.0,2.5,2000,10051,2.0,False,3,7,2000,0,1997,0,98038,47.3625,-122.025,320000.0
3576,2015-04-09,3.0,2.5,2060,4730,2.0,False,4,8,2060,0,1994,0,98033,47.6874,-122.178,624950.0
3577,2015-04-20,2.0,2.0,1384,1822,2.0,False,3,7,1384,0,1990,0,98028,47.7525,-122.244,273000.0
3578,2014-09-23,3.0,2.75,2770,10000,1.0,False,5,8,1640,1130,1962,0,98033,47.7011,-122.206,678000.0
3579,2015-02-13,4.0,2.5,2460,45738,1.0,False,4,8,1650,810,1969,0,98075,47.5952,-122.056,607500.0
3580,2015-03-10,3.0,1.75,1500,10230,1.0,False,2,7,1500,0,1968,0,98058,47.4349,-122.16799999999999,315001.0
3581,2015-02-19,3.0,1.75,1560,5950,1.0,False,4,6,780,780,1944,0,98125,47.718999999999994,-122.307,385000.0
3582,2015-03-12,6.0,1.75,2540,8400,1.0,False,3,8,1340,1200,1977,0,98058,47.4414,-122.12899999999999,317500.0
3583,2014-09-22,4.0,2.25,2380,16236,1.0,False,3,7,1540,840,1961,0,98008,47.6126,-122.12,699900.0
3584,2014-06-16,4.0,2.5,2650,5600,2.0,False,3,8,2650,0,2014,0,98059,47.4786,-122.12200000000001,542525.0
3585,2014-09-22,3.0,1.0,1480,5670,1.0,False,3,6,780,700,1944,0,98106,47.5175,-122.36,170000.0
3586,2014-05-27,3.0,1.75,1650,12940,1.0,False,4,7,1650,0,1961,0,98028,47.7629,-122.26799999999999,438000.0
3587,2015-04-21,4.0,2.0,2270,18450,1.0,False,3,7,2270,0,1961,0,98001,47.3264,-122.262,375000.0
3588,2014-11-05,4.0,2.25,2450,34092,2.0,False,4,8,2450,0,1980,0,98075,47.5751,-122.04899999999999,682000.0
3589,2014-07-18,4.0,2.5,2620,6114,2.0,False,3,9,2620,0,2011,0,98029,47.5603,-122.01299999999999,675000.0
3590,2014-07-14,3.0,2.0,1770,7251,1.0,False,4,8,1770,0,1990,0,98031,47.4087,-122.17,320900.0
3591,2015-04-02,3.0,2.5,2424,6143,2.0,False,3,9,2424,0,2014,0,98030,47.3512,-122.135,391500.0
3592,2014-07-03,2.0,2.75,1350,1252,2.0,False,3,8,1120,230,2006,0,98136,47.522,-122.39,405500.0
3593,2014-10-20,3.0,2.0,1540,3600,2.0,False,3,8,1540,0,1900,1988,98112,47.6343,-122.28299999999999,850000.0
3594,2014-08-14,5.0,2.25,2800,8442,2.0,True,3,9,2800,0,1963,2001,98075,47.5784,-122.07600000000001,1850000.0
3595,2015-03-02,3.0,2.25,1670,6240,1.0,False,4,8,1240,430,1974,0,98008,47.6413,-122.113,545000.0
3596,2014-11-10,2.0,1.75,1020,10346,1.0,False,4,6,1020,0,1983,0,98022,47.1958,-122.00200000000001,187000.0
3597,2015-05-01,2.0,3.0,1160,1073,2.0,False,3,7,880,280,2007,0,98144,47.5788,-122.315,405000.0
3598,2015-03-18,3.0,1.0,1680,7910,1.0,False,3,7,1680,0,1949,0,98146,47.5085,-122.385,599950.0
3599,2014-10-11,5.0,6.0,5490,19897,2.0,False,3,12,5490,0,2005,0,98039,47.6165,-122.236,3635000.0
3600,2014-12-16,2.0,1.0,700,4836,1.0,False,4,6,700,0,1926,0,98125,47.7139,-122.288,380000.0
3601,2014-07-30,2.0,1.75,930,7080,1.0,False,3,6,930,0,1923,2006,98106,47.5224,-122.36,275000.0
3602,2014-06-04,3.0,2.25,1500,7615,1.0,False,3,7,1150,350,1984,0,98023,47.3146,-122.351,219950.0
3603,2015-04-24,3.0,2.5,1270,865,2.0,False,3,7,1080,190,2008,0,98118,47.5351,-122.279,290750.0
3604,2014-11-06,4.0,2.5,2170,7700,1.0,False,3,7,1420,750,1969,0,98034,47.7216,-122.219,465000.0
3605,2014-08-07,5.0,2.0,2330,6783,1.0,False,3,7,1310,1020,1956,0,98115,47.6955,-122.295,630000.0
3606,2014-11-26,3.0,1.0,1390,2640,1.5,False,3,7,1230,160,1903,0,98122,47.6078,-122.307,345000.0
3607,2015-03-23,3.0,1.0,1140,3240,1.5,False,4,6,1140,0,1910,0,98014,47.7093,-121.36399999999999,160000.0
3608,2014-12-11,3.0,2.25,2000,7560,1.0,False,3,7,1400,600,1979,0,98055,47.4798,-122.228,300000.0
3609,2014-09-25,4.0,2.25,2530,5200,1.0,False,4,8,1530,1000,1957,0,98117,47.6985,-122.382,720000.0
3610,2014-06-25,3.0,2.5,1720,3676,2.0,False,3,7,1720,0,1992,0,98031,47.4039,-122.18799999999999,255950.0
3611,2014-08-12,4.0,3.5,2720,3000,2.0,False,3,9,2250,470,2014,0,98136,47.5371,-122.38799999999999,790000.0
3612,2015-04-10,4.0,2.5,2413,5701,2.0,False,3,8,2413,0,2014,0,98042,47.3731,-122.15899999999999,454950.0
3613,2014-05-09,4.0,2.5,2830,20345,2.0,False,3,10,1980,850,1979,0,98004,47.6462,-122.191,782000.0
3614,2014-08-18,3.0,2.0,2030,17120,1.0,False,4,8,1890,140,1966,0,98092,47.2953,-122.185,295450.0
3615,2014-06-10,3.0,1.75,2430,9133,1.0,False,4,7,1410,1020,1978,0,98059,47.5116,-122.15700000000001,335000.0
3616,2014-11-11,2.0,2.0,1120,780,2.0,False,3,8,760,360,2004,0,98116,47.5788,-122.41,380000.0
3617,2014-12-21,2.0,1.0,1140,3750,1.0,False,4,7,1140,0,1925,0,98103,47.6619,-122.34299999999999,517000.0
3618,2015-02-18,3.0,3.5,2050,21744,2.0,True,4,9,1750,300,1930,0,98166,47.4536,-122.376,770000.0
3619,2015-04-24,3.0,1.75,1210,7350,1.0,False,3,7,1210,0,1977,0,98033,47.7,-122.17200000000001,570000.0
3620,2015-03-12,2.0,1.0,900,7500,1.0,False,3,5,900,0,1940,0,98198,47.4177,-122.319,144975.0
3621,2014-07-30,4.0,2.5,2160,5455,2.0,False,3,7,2160,0,2003,0,98056,47.4799,-122.18299999999999,340000.0
3622,2014-10-01,3.0,2.25,2750,219542,2.0,False,3,7,1870,880,1981,0,98014,47.6367,-121.948,510000.0
3623,2014-11-18,4.0,2.5,2350,7245,2.0,False,3,8,2350,0,1993,0,98074,47.6318,-122.023,598850.0
3624,2015-04-23,3.0,2.0,1380,5198,1.0,False,4,7,1380,0,1982,0,98106,47.5514,-122.35700000000001,329900.0
3625,2015-04-06,3.0,1.0,950,10080,1.0,False,4,7,950,0,1954,0,98006,47.571999999999996,-122.139,435000.0
3626,2014-06-26,4.0,3.5,3990,5267,2.0,False,3,10,3990,0,2008,0,98006,47.5641,-122.124,1080000.0
3627,2015-03-10,2.0,1.0,1000,3700,1.0,False,3,6,800,200,1929,0,98118,47.552,-122.29,257000.0
3628,2014-12-02,5.0,1.75,1790,9335,2.0,False,5,8,1790,0,1952,0,98004,47.5945,-122.20100000000001,695000.0
3629,2014-06-19,4.0,4.5,4750,13912,2.0,False,3,10,3600,1150,2005,0,98118,47.5332,-122.265,1309500.0
3630,2015-02-21,3.0,3.5,2050,2020,2.0,False,3,8,1520,530,2006,0,98112,47.6235,-122.306,761000.0
3631,2014-08-29,3.0,1.5,1370,10115,1.0,False,4,7,1370,0,1957,0,98022,47.2027,-122.0,264950.0
3632,2015-04-01,4.0,3.25,4200,210394,2.0,False,4,10,4200,0,1993,0,98024,47.5607,-121.961,1650000.0
3633,2014-09-29,2.0,1.0,880,6650,1.0,False,5,6,880,0,1918,0,98117,47.6914,-122.37200000000001,416000.0
3634,2014-09-02,4.0,2.5,2890,6322,2.0,False,3,8,2890,0,2011,0,98038,47.3494,-122.044,416000.0
3635,2015-02-24,3.0,1.75,920,3600,1.0,False,4,6,820,100,1904,0,98119,47.6386,-122.365,589000.0
3636,2014-09-29,4.0,2.5,2760,13093,2.0,False,4,9,2760,0,1989,0,98075,47.5845,-122.06,745000.0
3637,2015-02-16,4.0,1.75,1790,12000,1.0,False,5,6,1790,0,1944,0,98001,47.2664,-122.256,199900.0
3638,2014-12-09,3.0,1.75,1100,10125,1.0,False,4,7,1100,0,1969,0,98092,47.3232,-122.103,224000.0
3639,2015-04-30,2.0,1.5,988,1080,3.0,False,3,7,988,0,2007,0,98125,47.7123,-122.301,295000.0
3640,2015-04-13,4.0,1.75,1680,19405,1.0,False,4,7,1560,120,1959,0,98055,47.4552,-122.20200000000001,275000.0
3641,2014-12-12,4.0,0.5,2300,5570,2.0,False,3,8,2300,0,1996,0,98092,47.3285,-122.16799999999999,312500.0
3642,2015-02-10,4.0,2.25,2210,14073,1.0,False,3,8,1630,580,1978,0,98059,47.4774,-122.14200000000001,435000.0
3643,2014-05-28,2.0,1.75,2320,5500,1.5,False,3,8,1720,600,1925,2000,98144,47.586000000000006,-122.292,700000.0
3644,2014-09-05,3.0,2.5,3110,9015,2.0,False,3,9,3110,0,1990,0,98058,47.4369,-122.147,485000.0
3645,2015-01-23,2.0,1.0,1250,12507,1.0,False,5,7,1250,0,1958,0,98056,47.4972,-122.176,290000.0
3646,2014-09-24,4.0,2.5,2090,7241,1.0,False,4,7,1140,950,2001,0,98034,47.726000000000006,-122.221,469500.0
3647,2014-08-11,3.0,1.5,1200,5000,1.0,False,3,6,1200,0,1979,0,98146,47.5122,-122.35700000000001,229000.0
3648,2014-05-12,4.0,2.0,1730,5500,1.0,False,5,7,1010,720,1943,0,98106,47.5304,-122.353,360000.0
3649,2014-12-24,3.0,2.25,1510,6071,1.0,False,4,7,1150,360,1985,0,98042,47.3619,-122.07700000000001,265000.0
3650,2014-08-20,4.0,2.5,3070,5936,2.0,False,3,9,3070,0,2005,0,98075,47.5902,-121.988,731000.0
3651,2014-08-19,4.0,3.25,4110,15929,2.0,True,3,12,2720,1390,2001,0,98115,47.6934,-122.271,2300000.0
3652,2014-07-14,3.0,2.5,1540,6100,1.0,False,3,6,770,770,1944,2014,98126,47.5696,-122.37799999999999,515000.0
3653,2015-03-18,4.0,2.5,3500,11306,2.0,False,3,9,3500,0,2005,0,98065,47.5428,-121.861,655000.0
3654,2014-10-30,3.0,2.25,1670,7416,1.0,False,4,7,1220,450,1974,0,98005,47.6028,-122.17200000000001,580000.0
3655,2014-10-16,4.0,2.5,2434,4400,2.0,False,3,8,2434,0,2007,0,98001,47.2874,-122.28299999999999,285000.0
3656,2014-07-22,6.0,4.5,3300,7561,2.0,False,3,8,3300,0,1980,0,98052,47.6795,-122.104,510000.0
3657,2014-07-25,3.0,2.25,3330,15258,2.0,False,3,10,3330,0,1986,0,98077,47.7262,-122.06,762500.0
3658,2014-06-24,3.0,2.5,1600,1936,2.0,False,3,7,1600,0,2007,0,98108,47.5629,-122.29700000000001,395000.0
3659,2014-08-08,4.0,2.25,2880,8882,2.0,False,4,8,2480,400,1965,0,98115,47.6999,-122.28399999999999,725000.0
3660,2014-08-20,2.0,1.75,1160,2500,2.0,False,3,7,1160,0,2008,0,98014,47.6489,-121.911,310000.0
3661,2014-09-22,3.0,1.0,1630,3200,1.5,False,4,8,1630,0,1912,0,98109,47.6351,-122.352,925000.0
3662,2015-04-13,4.0,1.75,2180,4431,1.5,False,3,8,2020,160,1912,0,98112,47.636,-122.302,625000.0
3663,2014-11-17,3.0,1.0,980,9135,1.0,False,3,7,980,0,1955,0,98001,47.3496,-122.289,185000.0
3664,2014-10-13,3.0,2.25,2560,3996,1.5,False,3,8,2150,410,1910,0,98112,47.6321,-122.306,842500.0
3665,2014-10-29,5.0,4.0,4180,7232,2.0,False,3,9,4180,0,2014,0,98052,47.7049,-122.125,1040890.0
3666,2014-06-24,0.0,0.0,4810,28008,2.0,False,3,12,4810,0,1990,0,98053,47.6642,-122.069,1295650.0
3667,2015-03-23,3.0,1.0,1060,5600,1.0,False,4,6,760,300,1943,0,98146,47.5116,-122.37899999999999,345000.0
3668,2015-04-10,4.0,2.5,2910,48351,1.0,False,4,8,1910,1000,1967,0,98005,47.6495,-122.164,925000.0
3669,2014-06-05,4.0,1.75,1560,31299,1.0,False,4,7,1560,0,1965,0,98092,47.3384,-122.164,299950.0
3670,2014-07-16,4.0,1.75,1310,9690,1.0,False,4,7,1310,0,1967,0,98011,47.7559,-122.226,323000.0
3671,2014-07-25,3.0,1.0,1120,6600,1.0,False,3,7,1120,0,1943,0,98105,47.6712,-122.26700000000001,549995.0
3672,2015-04-13,4.0,2.5,3610,13292,2.0,False,3,10,3610,0,1996,0,98075,47.5868,-121.97399999999999,875909.0
3673,2014-06-13,4.0,3.5,3200,3250,2.0,False,3,9,2670,530,2007,0,98029,47.5515,-122.0,795000.0
3674,2014-06-10,4.0,1.0,1150,8184,1.5,False,3,6,1150,0,1947,0,98155,47.7431,-122.319,307000.0
3675,2015-05-05,4.0,2.25,1810,9240,2.0,False,3,7,1810,0,1961,0,98055,47.4362,-122.18700000000001,268643.0
3676,2014-06-05,3.0,1.0,1150,4825,1.0,False,4,6,1150,0,1957,0,98027,47.5321,-122.029,240000.0
3677,2015-02-11,2.0,1.0,1200,12856,1.0,False,4,6,1200,0,1948,0,98027,47.5321,-122.03399999999999,546000.0
3678,2014-07-21,3.0,2.5,2390,5500,1.0,False,3,9,1700,690,1952,0,98199,47.6389,-122.40899999999999,1350000.0
3679,2014-06-11,3.0,1.5,1160,8906,1.0,False,3,7,1160,0,1962,0,98118,47.5362,-122.29,262500.0
3680,2015-01-13,3.0,1.0,1000,19969,1.0,False,3,7,1000,0,1951,0,98033,47.6745,-122.197,725000.0
3681,2015-01-27,3.0,1.75,1460,7967,1.0,False,3,7,1040,420,1977,0,98023,47.3199,-122.374,186000.0
3682,2014-11-17,0.0,2.5,2290,8319,2.0,False,3,8,2290,0,1985,0,98042,47.3473,-122.15100000000001,339950.0
3683,2014-08-20,4.0,2.25,2250,3463,2.0,False,4,8,2250,0,1968,0,98052,47.6324,-122.10600000000001,497000.0
3684,2014-07-01,4.0,1.75,1700,5846,1.0,False,3,8,1700,0,1957,0,98199,47.6539,-122.40799999999999,616000.0
3685,2014-12-17,4.0,2.5,1890,5395,2.0,False,3,7,1890,0,2006,0,98065,47.5415,-121.883,388500.0
3686,2015-05-11,3.0,2.0,1620,9566,1.0,False,4,7,1620,0,1968,0,98059,47.474,-122.146,382880.0
3687,2015-04-10,3.0,1.0,1290,4000,1.5,False,3,7,1290,0,1926,0,98118,47.5462,-122.277,402500.0
3688,2014-11-20,4.0,2.5,2789,3960,2.0,False,3,7,2789,0,2007,0,98001,47.3059,-122.28,272000.0
3689,2014-07-17,4.0,2.5,2470,4945,2.0,False,3,8,2470,0,2012,0,98053,47.6898,-122.015,669000.0
3690,2014-07-09,6.0,4.5,4230,6420,2.0,False,4,8,2360,1870,1916,0,98119,47.6301,-122.369,1465000.0
3691,2014-08-07,2.0,2.5,1370,1140,2.0,False,3,8,1080,290,2009,0,98133,47.7055,-122.34200000000001,355000.0
3692,2014-07-31,4.0,2.5,2250,11349,2.0,False,3,8,2250,0,1991,0,98034,47.7111,-122.23899999999999,572650.0
3693,2015-03-05,4.0,1.0,2020,18150,1.0,False,4,7,2020,0,1955,0,98028,47.739,-122.249,345000.0
3694,2014-06-24,2.0,1.5,1580,3680,1.0,False,3,8,1280,300,1941,0,98126,47.5762,-122.37700000000001,530000.0
3695,2014-05-07,2.0,1.0,820,2723,1.0,False,3,7,820,0,1921,0,98103,47.6623,-122.339,475000.0
3696,2014-07-22,3.0,1.0,1000,8018,1.0,False,3,7,1000,0,1969,0,98034,47.7285,-122.198,275000.0
3697,2014-12-02,3.0,1.5,1960,2400,2.0,False,3,8,1330,630,1911,0,98119,47.6423,-122.37,792500.0
3698,2014-09-02,4.0,3.0,3380,16133,1.0,False,3,8,2330,1050,1959,0,98118,47.5501,-122.26100000000001,350000.0
3699,2014-12-15,4.0,2.5,3570,6218,2.0,False,3,9,3570,0,2014,0,98052,47.7046,-122.12299999999999,942990.0
3700,2014-08-12,4.0,2.25,3360,10810,2.0,False,4,9,3360,0,1988,0,98092,47.3316,-122.20299999999999,465000.0
3701,2014-12-15,3.0,2.5,2090,12027,2.0,False,3,8,2090,0,1991,0,98031,47.4084,-122.213,327500.0
3702,2014-06-16,3.0,1.0,1000,9150,1.0,False,3,7,1000,0,1969,0,98059,47.4829,-122.124,265000.0
3703,2014-07-03,3.0,2.5,2780,33503,1.5,False,4,8,2110,670,1969,0,98075,47.5844,-122.081,1140000.0
3704,2014-05-16,2.0,1.0,1160,5000,1.0,False,4,8,1160,0,1937,0,98117,47.6865,-122.399,490000.0
3705,2014-10-21,4.0,3.25,4110,15488,2.0,False,3,11,4110,0,1995,0,98006,47.5493,-122.117,935000.0
3706,2014-12-17,4.0,1.75,1930,6720,1.0,False,3,8,1130,800,1959,0,98115,47.6935,-122.31200000000001,495000.0
3707,2015-03-30,5.0,2.0,2000,3000,1.5,False,3,6,1200,800,1931,0,98122,47.6028,-122.29799999999999,464000.0
3708,2014-06-11,3.0,3.25,1460,1592,2.0,False,3,8,1130,330,2006,0,98126,47.5481,-122.374,350000.0
3709,2014-05-29,4.0,1.5,1390,7200,1.0,False,3,7,1140,250,1965,0,98133,47.7224,-122.33200000000001,400000.0
3710,2014-10-09,3.0,2.5,1960,6997,2.0,False,3,7,1960,0,2006,0,98065,47.5415,-121.887,405000.0
3711,2015-03-25,3.0,2.5,1270,1062,2.0,False,3,8,1060,210,2008,0,98105,47.6568,-122.321,433000.0
3712,2014-12-09,4.0,3.0,1960,5000,1.0,False,5,7,1050,910,1965,0,98136,47.5208,-122.39299999999999,604000.0
3713,2014-10-23,3.0,1.5,1630,2946,1.5,False,4,8,1630,0,1932,0,98115,47.6865,-122.31,574800.0
3714,2014-12-05,2.0,2.25,1470,1101,2.0,False,3,8,1340,130,2005,0,98115,47.6768,-122.301,510000.0
3715,2015-02-04,4.0,2.5,2480,8563,2.0,False,3,8,2480,0,1992,0,98038,47.381,-122.03299999999999,424950.0
3716,2015-01-06,2.0,1.0,1390,8336,1.0,False,4,6,910,480,1946,0,98166,47.4646,-122.361,365000.0
3717,2014-10-30,2.0,2.5,1700,6635,2.0,False,4,8,1700,0,1976,0,98052,47.6655,-122.13,407000.0
3718,2014-08-22,3.0,1.0,1010,7500,1.0,False,4,7,1010,0,1975,0,98074,47.6172,-122.061,315000.0
3719,2015-04-02,3.0,3.0,1730,1074,3.5,False,3,8,1730,0,2006,0,98107,47.6692,-122.39200000000001,525000.0
3720,2014-10-08,4.0,1.5,1820,12327,1.0,False,4,7,1380,440,1955,0,98006,47.5767,-122.14399999999999,365000.0
3721,2014-11-07,3.0,2.5,1470,1779,2.0,False,3,8,1160,310,2005,0,98029,47.5472,-121.99799999999999,379770.0
3722,2014-11-06,3.0,1.75,1400,8364,1.0,False,4,7,1400,0,1958,0,98056,47.4918,-122.178,274000.0
3723,2014-08-22,4.0,1.0,1610,8401,1.0,False,3,7,1610,0,1958,0,98056,47.5104,-122.165,269000.0
3724,2014-11-25,3.0,1.5,2390,4000,1.5,False,3,9,1690,700,1936,0,98105,47.6604,-122.28,978000.0
3725,2014-10-17,4.0,2.0,1710,5440,1.0,False,5,8,1030,680,1976,0,98042,47.36600000000001,-122.09299999999999,280000.0
3726,2014-10-24,3.0,1.0,1550,6840,1.5,False,3,7,1550,0,1918,0,98103,47.6572,-122.335,525000.0
3727,2014-10-10,3.0,1.5,2240,3750,1.0,False,3,7,1220,1020,1952,0,98103,47.6624,-122.336,608000.0
3728,2015-04-08,3.0,1.0,860,5185,1.0,False,4,6,860,0,1968,0,98042,47.3634,-122.086,198000.0
